0.041130	-32.083278	-0.015113
0.057974	-32.162185	-0.013696
0.069038	-32.162185	-0.011565
0.034373	-32.162185	-0.009571
0.051243	-32.241093	-0.008361
0.096594	-32.241093	-0.009024
0.073236	-32.241093	-0.011718
0.015710	-32.241093	-0.015883
0.084047	-32.241093	-0.021045
0.129261	-32.241093	-0.026809
0.094345	-32.241093	-0.032854
0.065281	-32.241093	-0.038926
0.036336	-32.241093	-0.044827
0.104584	-32.162185	-0.049796
0.115448	-32.162185	-0.052662
0.080584	-32.162185	-0.053210
0.131517	-32.162185	-0.051965
0.136558	-32.241093	-0.050004
0.135866	-32.162185	-0.048171
0.112335	-32.241093	-0.046494
0.106030	-32.162185	-0.044990
0.111170	-32.162185	-0.043047
0.093447	-32.241093	-0.040829
0.047244	-32.241093	-0.039705
0.018361	-32.162185	-0.039452
0.092381	-32.162185	-0.038642
0.120415	0.000000	0.000000
0.102650	0.000000	0.000000
0.073536	0.000000	0.000000
-0.006852	0.000000	0.000000
-0.018387	0.000000	0.000000
0.015808	0.000000	0.000000
-0.035793	0.000000	0.000000
-0.127154	0.000000	0.000000
-0.183878	0.000000	0.000000
0.010886	0.000000	0.000000
-0.012140	0.000000	0.000000
-0.120727	0.000000	0.000000
-0.046138	0.000000	0.000000
0.050987	0.000000	0.000000
0.010666	0.000000	0.000000
-0.075173	0.000000	0.000000
-0.075005	0.000000	0.000000
-0.149071	0.000000	0.000000
-0.165729	0.000000	0.000000
-0.079533	0.000000	0.000000
-0.136446	0.000000	0.000000
-0.124602	0.000000	0.000000
-0.015730	0.000000	0.000000
-0.044352	0.000000	0.000000
-0.084276	0.000000	0.000000
-0.135458	0.000000	0.000000
-0.106484	-32.241093	-0.037430
-0.094759	-32.162185	-0.036564
-0.065950	-32.241093	-0.035992
-0.060101	-32.162185	-0.035662
-0.071406	-32.241093	-0.035527
-0.059822	-32.162185	-0.035547
-0.088258	-32.162185	-0.035068
-0.110867	-32.241093	-0.034220
-0.139093	-32.162185	-0.033735
-0.144360	-32.241093	-0.033542
-0.166736	-32.162185	-0.033579
-0.171888	-32.162185	-0.033175
-0.108494	-32.241093	-0.032444
-0.113883	-32.162185	-0.032103
-0.164931	-32.241093	-0.032072
-0.170086	-32.162185	-0.032280
-0.186639	-32.241093	-0.032663
-0.185993	-32.241093	-0.033786
-0.168216	-32.241093	-0.036057
-0.144801	-32.241093	-0.039138
-0.104349	-32.162185	-0.042125
-0.012670	-32.241093	-0.044329
-0.104096	-32.162185	-0.045865
-0.109492	-32.162185	-0.046224
-0.103445	-32.162185	-0.045053
-0.160235	-32.162185	-0.042746
-0.199661	-32.162185	-0.039643
-0.227502	-32.162185	-0.036025
-0.186704	-32.162185	-0.032127
-0.094679	-32.241093	-0.028753
-0.065844	-32.241093	-0.027121
-0.145622	-32.162185	-0.026873
-0.179390	-32.241093	-0.027077
-0.167335	-32.162185	-0.027620
-0.161039	-32.162185	-0.027790
-0.149057	-32.162185	-0.027050
-0.182806	-32.162185	-0.025637
-0.119339	-32.241093	-0.024370
-0.039001	-32.241093	-0.024488
-0.101749	-32.241093	-0.026281
-0.084295	-32.241093	-0.029301
-0.112595	-32.241093	-0.033166
-0.163619	-32.162185	-0.036940
-0.168750	-32.241093	-0.039910
-0.156728	-32.241093	-0.042787
-0.139043	-32.162185	-0.045504
-0.161402	-32.162185	-0.046779
-0.143696	-32.320000	-0.047527
-0.086090	-32.162185	-0.049081
-0.080111	-32.162185	-0.049970
-0.125549	-32.241093	-0.049706
-0.170800	-32.241093	-0.049799
-0.193023	-32.241093	-0.050781
-0.192312	-32.241093	-0.052413
-0.128789	-32.162185	-0.053875
-0.151180	-32.162185	-0.053927
-0.179189	-32.162185	-0.052280
-0.155688	-32.241093	-0.050000
-0.177965	-32.162185	-0.047923
-0.194439	-32.162185	-0.045451
-0.188002	-32.162185	-0.042135
-0.164460	-32.241093	-0.038894
-0.158143	-32.162185	-0.036429
-0.123300	-32.162185	-0.034018
-0.117149	-32.162185	-0.031108
-0.173837	-32.162185	-0.027905
-0.207450	-32.162185	-0.024579
-0.212371	-32.162185	-0.021262
-0.183009	-32.241093	-0.018673
-0.170897	-32.162185	-0.017341
-0.096019	-32.162185	-0.016394
-0.112813	-32.162185	-0.015156
-0.123826	-32.241093	-0.014351
-0.117662	-32.162185	-0.014520
-0.162916	-32.162185	-0.014812
-0.190851	-32.162185	-0.014572
-0.207250	-32.241093	-0.014550
-0.206450	-32.241093	-0.015929
-0.182809	-32.162185	-0.018338
-0.130713	-32.162185	-0.020227
-0.101670	-32.162185	-0.021041
-0.152689	-32.162185	-0.021007
-0.180657	-32.162185	-0.020323
-0.122854	-32.241093	-0.019781
-0.105260	-32.162185	-0.019981
-0.156260	-32.162185	-0.020126
-0.212760	-32.241093	-0.020225
-0.154821	-32.162185	-0.020902
-0.085697	-32.162185	-0.021384
-0.119641	-32.162185	-0.021084
-0.136314	-32.241093	-0.020812
-0.152918	-32.162185	-0.021187
-0.118060	-32.083278	-0.020811
-0.094764	-32.162185	-0.018638
-0.128666	-32.162185	-0.015774
-0.151007	-32.162185	-0.013086
-0.138994	-32.162185	-0.010618
-0.189842	-32.241093	-0.009012
-0.189088	-32.320000	-0.009969
-0.154073	-32.241093	-0.014092
-0.124910	-32.162185	-0.019278
-0.084445	-32.162185	-0.023264
-0.089828	-32.241093	-0.026207
-0.106609	-32.162185	-0.028876
-0.129030	-32.162185	-0.030634
-0.191331	-32.162185	-0.031023
-0.236244	-32.162185	-0.030350
-0.183895	-32.241093	-0.029502
-0.057525	-32.162185	-0.029164
-0.091562	-32.162185	-0.028610
-0.136878	-32.162185	-0.027290
-0.124905	-32.162185	-0.025426
-0.141531	-32.241093	-0.023820
-0.146668	-32.162185	-0.023078
-0.128940	-32.241093	-0.023022
-0.116995	-32.162185	-0.023494
-0.122228	-32.241093	-0.024354
-0.173122	-32.241093	-0.026102
-0.200964	-32.241093	-0.029093
-0.103064	-32.162185	-0.032326
-0.062667	-32.241093	-0.035025
-0.108089	-32.162185	-0.037231
-0.101932	-32.241093	-0.038990
-0.152902	-32.162185	-0.040352
-0.157979	-32.162185	-0.040750
-0.140193	-32.162185	-0.039781
-0.128189	-32.241093	-0.038411
-0.236150	-32.162185	-0.037394
-0.178067	-32.241093	-0.036679
-0.108800	-32.162185	-0.036219
-0.114050	-32.162185	-0.035350
-0.142119	-32.162185	-0.033579
-0.152940	-32.241093	-0.031789
-0.129454	-32.241093	-0.031275
-0.111774	-32.162185	-0.031754
-0.111295	-32.162185	-0.031744
-0.133659	-32.241093	-0.031361
-0.098827	-32.162185	-0.031321
-0.092689	-32.162185	-0.030927
-0.120836	-32.162185	-0.029658
-0.148867	-32.162185	-0.027759
-0.171072	-32.162185	-0.025435
-0.176053	-32.162185	-0.022860
-0.163882	-32.162185	-0.020172
-0.174600	-32.162185	-0.017482
-0.185272	-32.241093	-0.015492
-0.115955	-32.162185	-0.014717
-0.098314	-32.241093	-0.014897
-0.080744	-32.162185	-0.015803
-0.108928	-32.162185	-0.016620
-0.188388	-32.241093	-0.017343
-0.170446	-32.162185	-0.018588
-0.141155	-32.162185	-0.019578
-0.100562	-32.162185	-0.019723
-0.111527	-32.162185	-0.019218
-0.122446	-32.241093	-0.018847
-0.127609	-32.162185	-0.019207
-0.121330	-32.162185	-0.019499
-0.080813	-32.162185	-0.019113
-0.114695	-32.241093	-0.018836
-0.142727	-32.162185	-0.019270
-0.102119	-32.162185	-0.019616
-0.113070	-32.241093	-0.019884
-0.078292	-32.241093	-0.021319
-0.106469	-32.162185	-0.023603
-0.111688	-32.162185	-0.025231
-0.111175	-32.162185	-0.025688
-0.093532	-32.162185	-0.025235
-0.087381	-32.162185	-0.024099
-0.126937	-32.162185	-0.022475
-0.154909	-32.162185	-0.020528
-0.108531	-32.241093	-0.019011
-0.039501	-32.162185	-0.018489
-0.039276	-32.162185	-0.018127
-0.061894	-32.162185	-0.017284
-0.055867	-32.162185	-0.016097
-0.032732	-32.162185	-0.014684
-0.055375	-32.241093	-0.013759
-0.083635	-32.162185	-0.013855
-0.060385	-32.162185	-0.014112
-0.048651	-32.162185	-0.013867
-0.025543	-32.162185	-0.013246
-0.053923	-32.162185	-0.012356
-0.099317	-32.162185	-0.011287
-0.036028	-32.162185	-0.010116
-0.018680	-32.162185	-0.008902
-0.047085	-32.162185	-0.007694
-0.018271	-32.162185	-0.006528
-0.029547	-32.162185	-0.005430
-0.057906	-32.162185	-0.004420
-0.063308	-32.162185	-0.003507
-0.068688	-32.162185	-0.002699
-0.108306	-32.162185	-0.001995
-0.136340	-32.162185	-0.001393
-0.135707	-32.162185	-0.000889
-0.089392	-32.162185	-0.000475
-0.106080	-32.241093	-0.000760
-0.151250	-32.162185	-0.002189
-0.139131	-32.162185	-0.003832
-0.098508	-32.162185	-0.004970
-0.103733	-32.162185	-0.005687
-0.126067	-32.162185	-0.006058
-0.102626	-32.083278	-0.005536
-0.096410	-32.162185	-0.003729
-0.095929	-32.241093	-0.002227
-0.084029	-32.162185	-0.002242
-0.066467	-32.241093	-0.003417
-0.088947	-32.162185	-0.005445
-0.088494	-32.162185	-0.007445
-0.093752	-32.162185	-0.008744
-0.093277	-32.162185	-0.009465
-0.087093	-32.241093	-0.010339
-0.092354	-32.162185	-0.011919
-0.114723	-32.162185	-0.013373
-0.125579	-32.162185	-0.014069
-0.124969	-32.162185	-0.014162
-0.124360	-32.241093	-0.014407
-0.100911	-32.162185	-0.015379
-0.100399	-32.162185	-0.016259
-0.122729	-32.162185	-0.016424
-0.133545	-32.162185	-0.016037
-0.127185	-32.241093	-0.015856
-0.075168	-32.162185	-0.016456
-0.063334	-32.162185	-0.017017
-0.085811	-32.162185	-0.016915
-0.085353	-32.162185	-0.016308
-0.062055	-32.162185	-0.015332
-0.044563	-32.162185	-0.014106
-0.027141	-32.162185	-0.012725
-0.049762	-32.162185	-0.011269
-0.026608	-32.083278	-0.009184
0.030714	-32.162185	-0.006066
0.127773	-32.241093	-0.003487
0.207302	-32.162185	-0.002637
0.217981	-32.241093	-0.003138
0.319979	-32.162185	-0.004657
