-2.50065804,-0.5796991
-2.50032404,-0.5796991
-2.49999004,-0.6244087
-2.49965604,-0.5796991
-2.49932204,-0.5796991
-2.49898804,-0.5796991
-2.49865404,-0.5796991
-2.49832004,-0.5796991
-2.49798604,-0.6244087
-2.49765204,-0.5796991
-2.49731804,-0.6244087
-2.49698404,-0.6244087
-2.49665004,-0.6244087
-2.49631604,-0.6244087
-2.49598204,-0.6244087
-2.49564804,-0.6244087
-2.49531404,-0.6244087
-2.49498004,-0.6244087
-2.49464604,-0.6244087
-2.49431204,-0.6244087
-2.49397804,-0.6244087
-2.49364404,-0.6244087
-2.49331004,-0.6244087
-2.49297604,-0.6244087
-2.49264204,-0.6244087
-2.49230803,-0.6244087
-2.49197403,-0.6244087
-2.49164003,-0.6244087
-2.49130603,-0.6692709
-2.49097203,-0.6692709
-2.49063803,-0.6244087
-2.49030403,-0.6692709
-2.48997003,-0.6692709
-2.48963603,-0.6692709
-2.48930203,-0.6692709
-2.48896803,-0.6692709
-2.48863403,-0.6692709
-2.48830003,-0.6692709
-2.48796603,-0.6692709
-2.48763203,-0.6692709
-2.48729803,-0.6692709
-2.48696403,-0.6692709
-2.48663003,-0.6692709
-2.48629603,-0.6692709
-2.48596203,-0.6692709
-2.48562803,-0.6244087
-2.48529403,-0.6244087
-2.48496003,-0.6244087
-2.48462603,-0.5796991
-2.48429203,-0.5796991
-2.48395803,-0.5796991
-2.48362403,-0.5348369
-2.48329003,-0.5348369
-2.48295603,-0.4901273
-2.48262203,-0.4452651
-2.48228803,-0.4452651
-2.48195403,-0.4452651
-2.48162003,-0.4452651
-2.48128603,-0.4005554
-2.48095203,-0.4005554
-2.48061803,-0.4005554
-2.48028403,-0.4005554
-2.47995003,-0.3556932
-2.47961603,-0.3556932
-2.47928203,-0.4005554
-2.47894803,-0.3556932
-2.47861403,-0.4005554
-2.47828003,-0.4005554
-2.47794603,-0.4005554
-2.47761203,-0.3556932
-2.47727803,-0.3556932
-2.47694403,-0.3556932
-2.47661003,-0.4005554
-2.47627603,-0.4005554
-2.47594203,-0.4005554
-2.47560803,-0.4005554
-2.47527403,-0.4452651
-2.47494003,-0.4452651
-2.47460603,-0.4452651
-2.47427203,-0.4901273
-2.47393803,-0.5348369
-2.47360403,-0.5348369
-2.47327003,-0.5796991
-2.47293603,-0.5796991
-2.47260203,-0.5796991
-2.47226803,-0.5796991
-2.47193403,-0.6244087
-2.47160003,-0.6244087
-2.47126603,-0.6244087
-2.47093203,-0.6244087
-2.47059803,-0.6244087
-2.47026403,-0.6244087
-2.46993003,-0.6244087
-2.46959603,-0.5796991
-2.46926203,-0.5796991
-2.46892803,-0.5796991
-2.46859403,-0.5348369
-2.46826003,-0.5348369
-2.46792603,-0.4901273
-2.46759203,-0.4452651
-2.46725803,-0.4452651
-2.46692403,-0.4005554
-2.46659003,-0.4005554
-2.46625603,-0.3109836
-2.46592203,-0.3109836
-2.46558803,-0.2661214
-2.46525403,-0.2661214
-2.46492003,-0.2212592
-2.46458603,-0.2212592
-2.46425203,-0.2212592
-2.46391803,-0.1765496
