-2.50098181,0.2713096
-2.50064781,0.3160192
-2.50031381,0.3160192
-2.49997981,0.3160192
-2.49964581,0.3160192
-2.49931181,0.3160192
-2.49897781,0.3160192
-2.49864381,0.3608814
-2.49830981,0.3608814
-2.49797581,0.3608814
-2.49764181,0.3608814
-2.49730781,0.3608814
-2.49697381,0.3608814
-2.49663981,0.405591
-2.49630581,0.405591
-2.49597181,0.405591
-2.49563781,0.405591
-2.49530381,0.405591
-2.49496981,0.405591
-2.49463581,0.405591
-2.49430181,0.4504532
-2.49396781,0.4504532
-2.49363381,0.4504532
-2.49329981,0.4504532
-2.49296581,0.4504532
-2.49263181,0.4504532
-2.49229781,0.4504532
-2.49196381,0.4951628
-2.49162981,0.4504532
-2.49129581,0.4504532
-2.49096181,0.4951628
-2.49062781,0.4504532
-2.49029381,0.4951628
-2.48995981,0.4951628
-2.48962581,0.4951628
-2.48929181,0.4951628
-2.48895781,0.4951628
-2.48862381,0.4951628
-2.48828981,0.540025
-2.48795581,0.540025
-2.48762181,0.540025
-2.48728781,0.540025
-2.48695381,0.540025
-2.48661981,0.5847346
-2.48628581,0.5847346
-2.48595181,0.6295968
-2.48561781,0.6295968
-2.48528381,0.6295968
-2.48494981,0.674459
-2.48461581,0.674459
-2.48428181,0.7191687
-2.48394781,0.7191687
-2.48361381,0.7191687
-2.48327981,0.7191687
-2.48294581,0.7640309
-2.48261181,0.7640309
-2.48227781,0.8087405
-2.48194381,0.8087405
-2.48160981,0.8087405
-2.48127581,0.8087405
-2.48094181,0.8536027
-2.48060781,0.8536027
-2.48027381,0.8536027
-2.47993981,0.8983123
-2.47960581,0.8983123
-2.47927181,0.8983123
-2.47893781,0.9431745
-2.47860381,0.9431745
-2.47826981,0.9431745
-2.47793581,0.9431745
-2.47760181,0.9878842
-2.47726781,0.9878842
-2.47693381,0.9878842
-2.47659981,0.9878842
-2.47626581,1.032746
-2.47593181,1.032746
-2.47559781,1.032746
-2.47526381,1.032746
-2.47492981,1.032746
-2.47459581,1.077456
-2.47426181,1.077456
-2.47392781,1.122318
-2.47359381,1.122318
-2.47325981,1.122318
-2.47292581,1.16718
-2.47259181,1.122318
-2.47225781,1.16718
-2.47192381,1.16718
-2.47158981,1.16718
-2.47125581,1.16718
-2.47092181,1.21189
-2.47058781,1.21189
-2.47025381,1.21189
-2.46991981,1.21189
-2.46958581,1.21189
-2.46925181,1.21189
-2.46891781,1.21189
-2.46858381,1.21189
-2.46824981,1.21189
-2.46791581,1.256752
-2.46758181,1.256752
-2.46724781,1.256752
-2.46691381,1.21189
-2.46657981,1.21189
-2.46624581,1.21189
-2.46591181,1.21189
-2.46557781,1.21189
-2.46524381,1.21189
-2.46490981,1.21189
-2.46457581,1.21189
-2.46424181,1.21189
-2.46390781,1.21189
-2.46357381,1.16718
-2.46323981,1.16718
-2.46290581,1.16718
-2.46257181,1.16718
-2.46223781,1.16718
-2.46190381,1.122318
-2.46156981,1.122318
-2.46123581,1.122318
-2.46090181,1.122318
-2.46056781,1.077456
-2.46023381,1.122318
-2.45989981,1.122318
-2.45956581,1.122318
-2.45923181,1.122318
-2.45889781,1.122318
-2.45856381,1.122318
-2.45822981,1.122318
-2.45789581,1.122318
-2.45756181,1.122318
-2.45722781,1.122318
-2.45689381,1.122318
-2.45655981,1.122318
-2.45622581,1.077456
-2.45589181,1.077456
-2.45555781,1.122318
-2.45522381,1.077456
-2.45488981,1.077456
-2.45455581,1.077456
-2.45422181,1.077456
-2.45388781,1.077456
-2.45355381,1.077456
-2.45321981,1.077456
-2.45288581,1.077456
-2.45255181,1.077456
-2.45221781,1.077456
-2.45188381,1.077456
-2.45154981,1.077456
-2.45121581,1.077456
-2.45088181,1.077456
-2.45054781,1.077456
-2.45021381,1.032746
-2.44987981,1.032746
-2.44954581,1.032746
-2.44921181,1.032746
-2.44887781,1.032746
-2.44854381,1.032746
-2.44820981,1.032746
-2.44787581,1.032746
-2.44754181,1.032746
-2.44720781,1.032746
-2.44687381,1.032746
-2.44653981,1.032746
-2.44620581,1.077456
-2.44587181,1.032746
-2.44553781,1.077456
-2.44520381,1.077456
-2.44486981,1.077456
-2.44453581,1.077456
-2.44420181,1.077456
-2.44386781,1.077456
-2.44353381,1.077456
-2.44319981,1.077456
-2.44286581,1.077456
-2.44253181,1.077456
-2.44219781,1.077456
-2.44186381,1.077456
-2.44152981,1.122318
-2.44119581,1.077456
-2.44086181,1.077456
-2.44052781,1.122318
