-2011.915009	-1.256458	98.000000	100.000000	-1.256458
-2005.555734	-1.283243	98.000000	100.000000	-1.283243
-1976.547317	-1.338459	98.000000	100.000000	-1.338459
-1986.301697	-1.347754	98.000000	100.000000	-1.347754
-1968.166030	-1.414102	98.000000	100.000000	-1.414102
-1946.657343	-1.451614	98.000000	100.000000	-1.451614
-1937.269895	-1.386174	98.000000	100.000000	-1.386174
-1935.135993	-1.395223	98.000000	100.000000	-1.395223
-1916.001673	-1.432775	98.000000	100.000000	-1.432775
-1910.585022	-1.373084	98.000000	100.000000	-1.373084
-1892.263504	-1.216551	98.000000	100.000000	-1.216551
-1879.581697	-1.209116	98.000000	100.000000	-1.209116
-1868.077685	-1.218831	98.000000	100.000000	-1.218831
-1855.783777	-1.257046	98.000000	100.000000	-1.257046
-1842.011788	-1.192309	0.000000	0.000000	-1.192309
-1827.526245	-1.082143	0.000000	0.000000	-1.082143
-1815.118392	-1.046652	0.000000	0.000000	-1.046652
-1801.813092	-0.971325	0.000000	0.000000	-0.971325
-1788.573246	-0.902007	0.000000	0.000000	-0.902007
-1776.090139	-0.764441	0.000000	0.000000	-0.764441
-1761.572494	-0.718797	0.000000	0.000000	-0.718797
-1747.080872	-0.804669	0.000000	0.000000	-0.804669
-1714.101335	-0.930154	0.000000	0.000000	-0.930154
-1722.378175	-0.946621	0.000000	0.000000	-0.946621
-1708.058895	-0.974432	0.000000	0.000000	-0.974432
-1695.549583	-0.973567	0.000000	0.000000	-0.973567
-1671.793928	-1.058353	0.000000	0.000000	-1.058353
-1665.501258	-1.159911	0.000000	0.000000	-1.159911
-1647.245468	-1.289595	98.000000	100.000000	-1.289595
-1635.210384	-1.441576	98.000000	100.000000	-1.441576
-1605.168667	-1.524398	98.000000	100.000000	-1.524398
-1608.386365	-1.544054	98.000000	100.000000	-1.544054
-1583.341293	-1.529353	98.000000	100.000000	-1.529353
-1572.285267	-1.469016	98.000000	100.000000	-1.469016
-1540.252280	-1.397491	98.000000	100.000000	-1.397491
-1546.773753	-1.451874	98.000000	100.000000	-1.451874
-1522.052596	-1.323290	98.000000	100.000000	-1.323290
-1513.728553	-1.263745	98.000000	100.000000	-1.263745
-1491.219998	-1.261535	98.000000	100.000000	-1.261535
-1475.865026	-1.299294	98.000000	100.000000	-1.299294
-1459.425849	-1.354018	98.000000	100.000000	-1.354018
-1443.736091	-1.368532	98.000000	100.000000	-1.368532
-1428.123600	-1.291609	98.000000	100.000000	-1.291609
-1413.235023	-1.237830	98.000000	100.000000	-1.237830
-1399.312846	-1.247073	98.000000	100.000000	-1.247073
-1383.966457	-1.227715	98.000000	100.000000	-1.227715
-1367.982488	-1.185584	98.000000	100.000000	-1.185584
-1353.281956	-1.252109	98.000000	100.000000	-1.252109
-1336.893003	-1.284089	98.000000	100.000000	-1.284089
-1322.570038	-1.253111	98.000000	100.000000	-1.253111
-1290.207053	-1.256511	98.000000	100.000000	-1.256511
-1295.040708	-1.231333	98.000000	100.000000	-1.231333
-1281.019933	-1.183405	98.000000	100.000000	-1.183405
-1275.546789	-1.215606	98.000000	100.000000	-1.215606
-1240.576992	-1.241954	98.000000	100.000000	-1.241954
-1242.190216	-1.245340	98.000000	100.000000	-1.245340
-1217.244654	-1.237280	98.000000	100.000000	-1.237280
-1203.702408	-1.246372	98.000000	100.000000	-1.246372
-1180.816955	-1.249704	98.000000	100.000000	-1.249704
-1174.233915	-1.264431	98.000000	100.000000	-1.264431
-1156.628700	-1.250534	98.000000	100.000000	-1.250534
-1142.835394	-1.151028	98.000000	100.000000	-1.151028
-1117.090485	-1.160413	98.000000	100.000000	-1.160413
-1122.493529	-1.181170	98.000000	100.000000	-1.181170
-1091.999109	-1.213250	98.000000	100.000000	-1.213250
-1084.017541	-1.256608	98.000000	100.000000	-1.256608
-1060.759643	-1.254093	98.000000	102.000000	-1.254093
-1042.898817	-1.228735	98.000000	102.000000	-1.228735
-1027.825583	-1.123525	98.000000	102.000000	-1.123525
-1011.513552	-1.138651	98.000000	102.000000	-1.138651
-994.124041	-1.130863	98.000000	102.000000	-1.130863
-977.423743	-1.134516	98.000000	102.000000	-1.134516
-960.339258	-1.172404	98.000000	102.000000	-1.172404
-941.868502	-1.164443	98.000000	102.000000	-1.164443
-924.716292	-1.099400	98.000000	102.000000	-1.099400
-907.182087	-1.034613	98.000000	102.000000	-1.034613
-890.851286	-1.038604	98.000000	102.000000	-1.038604
-874.001509	-1.053988	98.000000	102.000000	-1.053988
-843.496806	-1.063589	98.000000	102.000000	-1.063589
-835.885811	-1.141664	98.000000	102.000000	-1.141664
-826.359824	-1.179435	98.000000	102.000000	-1.179435
-815.015960	-1.125674	98.000000	102.000000	-1.125674
-785.266127	-1.123515	98.000000	102.000000	-1.123515
-783.069207	-1.115643	98.000000	102.000000	-1.115643
-757.677894	-1.159185	98.000000	102.000000	-1.159185
-737.694340	-1.122593	98.000000	102.000000	-1.122593
-716.917791	-1.154662	98.000000	102.000000	-1.154662
-713.999383	-1.106645	98.000000	102.000000	-1.106645
-692.931129	-1.053102	98.000000	102.000000	-1.053102
-681.313021	-1.108264	98.000000	102.000000	-1.108264
-657.826570	-1.134637	98.000000	102.000000	-1.134637
-642.082848	-1.109497	98.000000	102.000000	-1.109497
-626.622371	-1.078739	98.000000	102.000000	-1.078739
-611.176405	-1.036675	98.000000	102.000000	-1.036675
-595.990356	-1.108979	98.000000	102.000000	-1.108979
-581.063257	-1.118162	98.000000	102.000000	-1.118162
-565.479599	-1.115875	98.000000	102.000000	-1.115875
-548.862974	-1.073614	98.000000	102.000000	-1.073614
-532.466852	-1.065776	98.000000	102.000000	-1.065776
-516.513498	-1.115063	98.000000	102.000000	-1.115063
-501.001203	-1.135585	98.000000	102.000000	-1.135585
-485.482144	-1.116038	98.000000	102.000000	-1.116038
-452.758587	-1.096560	98.000000	102.000000	-1.096560
-458.264536	-1.088572	98.000000	102.000000	-1.088572
-441.929628	-1.040632	98.000000	102.000000	-1.040632
-430.922819	-0.987167	98.000000	102.000000	-0.987167
-402.760290	-1.013855	98.000000	102.000000	-1.013855
-394.986464	-0.994741	98.000000	102.000000	-0.994741
-375.709622	-0.924301	98.000000	102.000000	-0.924301
-362.331022	-0.899823	98.000000	102.000000	-0.899823
-330.178550	-0.949669	98.000000	102.000000	-0.949669
-339.399182	-0.976459	98.000000	102.000000	-0.976459
-311.284208	-0.888922	98.000000	102.000000	-0.888922
-302.554577	-0.921651	98.000000	102.000000	-0.921651
-268.251424	-0.982788	98.000000	102.000000	-0.982788
-271.940097	-0.958008	98.000000	102.000000	-0.958008
-248.130885	-0.921899	98.000000	102.000000	-0.921899
-238.157934	-0.863087	98.000000	102.000000	-0.863087
