0.067059	-0.070907	-0.136870	0.127526
0.146387	0.004095	-0.141202	0.134790
0.276782	0.141604	-0.134093	0.137249
0.241041	0.107240	-0.132721	0.138542
0.194023	0.084438	-0.114220	0.147893
0.181457	0.084572	-0.101503	0.168205
0.168942	0.056153	-0.111677	0.192140
0.167896	0.033563	-0.133227	0.208971
0.201115	0.062458	-0.137555	0.212706
0.171382	0.039843	-0.130442	0.204963
0.193162	0.057294	-0.134776	0.192260
0.214851	0.057544	-0.150510	0.181381
0.236448	0.069213	-0.166177	0.177012
0.240824	0.103677	-0.136094	0.181370
0.176656	0.069477	-0.106131	0.193405
0.181272	0.075389	-0.104840	0.207926
0.311495	0.206904	-0.109262	0.218446
0.378368	0.269357	-0.113664	0.224340
0.330757	0.223057	-0.106624	0.233288
0.271917	0.148394	-0.122451	0.252665
0.219026	0.091169	-0.132501	0.279493
0.286265	0.176936	-0.108245	0.301758
0.296124	0.193827	-0.101217	0.309534
0.163181	0.079312	-0.082794	0.302297
0.139277	0.056632	-0.081576	0.284405
0.183993	0.091148	-0.097491	0.258486
0.279917	0.182627	-0.096207	0.227829
0.266949	0.182366	-0.083505	0.201311
0.208349	0.113581	-0.093694	0.189496
0.184249	0.079341	-0.103840	0.195032
0.268741	0.176579	-0.091099	0.210255
0.192996	0.107819	-0.089829	0.224983
0.146111	0.079313	-0.065721	0.232941
0.185070	0.136580	-0.047419	0.231116
0.206738	0.165060	-0.046321	0.219489
0.171211	0.107769	-0.068067	0.202653
0.101566	-0.017811	-0.118273	0.186781
0.140701	0.039855	-0.099747	0.174071
0.099729	0.028762	-0.069873	0.162512
0.036083	-0.033677	-0.068672	0.149428
-0.044434	-0.101570	-0.056052	0.132072
-0.050388	-0.106368	-0.054902	0.106716
0.046469	-0.019780	-0.065176	0.071815
0.102956	0.043613	-0.058274	0.033581
0.124948	0.049645	-0.074239	0.005792
0.186821	0.089915	-0.095847	0.001508
0.151363	0.067207	-0.083103	0.024651
0.087497	0.016041	-0.070407	0.067416
0.023892	-0.040625	-0.063472	0.112735
0.000518	-0.085636	-0.085115	0.141189
0.017212	-0.067647	-0.089536	0.140601
-0.006135	-0.072572	-0.065384	0.112206
-0.040807	-0.117447	-0.075591	0.068244
0.016027	-0.087901	-0.102885	0.023665
-0.013027	-0.104157	-0.090092	-0.010202
-0.070513	-0.160316	-0.088769	-0.028322
-0.002138	-0.102037	-0.098871	-0.032910
0.043116	-0.049704	-0.091797	-0.029952
0.036791	-0.048977	-0.090460	-0.022922
-0.009481	-0.093934	-0.083416	-0.012067
-0.078405	-0.155835	-0.076398	0.000501
-0.135626	-0.211770	-0.080827	0.007807
-0.055564	-0.136135	-0.085235	0.001707
-0.021513	-0.100780	-0.078203	-0.019219
-0.033284	-0.116961	-0.082617	-0.046105
-0.045007	-0.127362	-0.081300	-0.066191
-0.039551	-0.114878	-0.074276	-0.072344
0.000144	-0.068180	-0.067279	-0.065716
-0.057399	-0.141588	-0.083149	-0.051902
-0.006210	-0.089066	-0.087531	-0.037076
-0.058018	-0.122412	-0.063341	-0.026086
-0.052509	-0.109937	-0.056379	-0.021511
-0.069865	-0.114641	-0.049442	-0.023874
