0.044157	-0.116796	-0.162813	0.026620
0.078209	-0.082039	-0.162101	0.032931
0.055019	-0.190181	-0.247046	0.039217
0.043343	-0.240776	-0.285958	0.043963
0.048846	-0.171245	-0.221922	0.046358
0.054326	-0.147679	-0.203829	0.046547
0.048362	-0.164181	-0.214361	0.045505
0.059553	-0.117801	-0.173454	0.044587
0.082119	-0.094451	-0.172686	0.044937
0.110302	-0.128299	-0.240443	0.047009
0.092686	-0.110614	-0.199425	0.050396
0.075141	-0.058739	-0.130021	0.054076
0.034827	-0.075599	-0.106583	0.056959
0.028939	-0.132362	-0.163184	0.058506
0.051626	-0.091816	-0.145318	0.059091
0.062800	-0.148510	-0.207469	0.059859
0.068217	-0.147868	-0.212259	0.062088
0.102163	-0.078703	-0.177056	0.066331
0.107417	-0.118317	-0.227651	0.071817
0.106939	-0.174898	-0.283746	0.076564
0.112171	-0.122750	-0.236824	0.078254
0.094541	-0.076525	-0.178671	0.075523
0.099823	-0.070461	-0.172148	0.068963
0.093662	-0.081552	-0.182781	0.061266
0.093235	-0.115438	-0.204789	0.056294
0.115651	-0.149184	-0.260967	0.057455
0.120843	-0.114267	-0.231258	0.066115
0.120303	-0.125174	-0.247351	0.080807
0.125474	-0.164587	-0.291928	0.097665
0.130623	-0.158154	-0.290637	0.111911
0.130039	-0.163168	-0.295059	0.119768
0.158008	-0.145318	-0.299461	0.119967
0.157310	-0.121829	-0.281000	0.114187
0.150903	-0.104146	-0.256903	0.106281
0.121679	-0.097955	-0.221481	0.100647
0.081154	-0.120339	-0.197623	0.100514
0.092186	-0.142632	-0.230964	0.106821
0.091753	-0.136279	-0.229904	0.118097
0.079899	-0.118531	-0.200295	0.131222
0.090935	-0.095145	-0.187937	0.142603
0.119055	-0.066143	-0.181338	0.149263
0.118508	-0.014417	-0.134792	0.149522
0.112252	-0.048559	-0.156959	0.143218
0.100310	-0.162504	-0.264689	0.131590
0.082706	-0.098961	-0.183535	0.116964
